번호,구분,근거,화장실명,소재지도로명주소,소재지지번주소,남성용-대변기수,남성용-소변기수,남성용-장애인용대변기수,남성용-장애인용소변기수,남성용-어린이용대변기수,남성용-어린이용소변기수,여성용-대변기수,여성용-장애인용대변기수,여성용-어린이용대변기수,관리기관명,전화번호,개방시간,개방시간상세,설치연월,WGS84위도,WGS84경도,화장실소유구분,오물처리방식,안전관리시설설치대상여부,비상벨설치여부,비상벨설치장소,화장실입구CCTV설치유무,기저귀교환대유무,기저귀교환대장소,리모델링연월,데이터기준일자
4338,공중화장실,법제3조제1호,하늘공원 화장실,서울특별시 관악구 난곡로26길 121-16,서울특별시 관악구 신림동 336-8,1,2,1,0,0,0,2,1,0,서울특별시 관악구청 공원녹지과,02-879-6526,상시,,,,,공공기관-지방자치단체,수세식,Y,Y,장애인화장실+남자화장실+여자화장실,Y,N,없음,,2024-11-01
4339,공중화장실,법제3조제1호,난우공원 화장실,서울특별시 관악구 법원단지5나길 77,서울특별시 관악구 신림동 산 124-6,1,1,0,0,0,0,2,0,0,서울특별시 관악구청 공원녹지과,02-879-6526,상시,,,,,공공기관-지방자치단체,수세식,Y,Y,남자화장실+여자화장실,Y,N,없음,,2024-11-01
4340,공중화장실,법제3조제1호,선우공원 족구장 화장실,서울특별시 관악구 문성로16다길 133-69,서울특별시 관악구 신림동 산 117-23,1,1,1,0,0,0,2,1,0,서울특별시 관악구청 공원녹지과,02-879-6526,상시,,,,,공공기관-지방자치단체,수세식,Y,Y,장애인화장실+남자화장실+여자화장실,Y,Y,여자화장실,,2024-11-01
4341,공중화장실,법제3조제1호,선우공원 생태연못 화장실,서울특별시 관악구 문성로16다길 133-17,서울특별시 관악구 신림동 산 117-3,1,1,0,0,1,0,3,0,0,서울특별시 관악구청 공원녹지과,02-879-6526,상시,,,,,공공기관-지방자치단체,수세식,Y,Y,남자화장실+여자화장실,Y,N,없음,,2024-11-01
4342,공중화장실,법제3조제1호,일삼별공원 화장실,서울특별시 관악구 난곡로24길 100,서울특별시 관악구 신림동 산 90-3,1,0,0,0,0,0,1,0,0,서울특별시 관악구청 공원녹지과,02-879-6526,상시,,,,,공공기관-지방자치단체,수세식,Y,Y,남자화장실+여자화장실,Y,N,없음,,2024-11-01
4343,공중화장실,법제3조제1호,난향공원 화장실,서울특별시 관악구 난곡로11길 43,서울특별시 관악구 신림동 685-4,1,2,1,0,1,1,3,1,1,서울특별시 관악구청 공원녹지과,02-879-6526,상시,,,,,공공기관-지방자치단체,수세식,Y,Y,장애인화장실+남자화장실+여자화장실,Y,N,없음,,2024-11-01
4344,공중화장실,법제3조제1호,제2구민운동장 화장실,서울특별시 관악구 삼성동 산58-8,서울특별시 관악구 삼성동 산58-8,2,2,1,0,0,0,3,1,0,서울특별시 관악구청 공원녹지과,02-879-6526,상시,,,,,공공기관-지방자치단체,수세식,Y,Y,장애인화장실+남자화장실+여자화장실,Y,Y,남자화장실+여자화장실,,2024-11-01
4345,공중화장실,법제3조제1호,샘말공원 화장실,서울특별시 관악구 대학20길 9,서울특별시 관악구 신림동 산 63-1,2,2,0,0,0,0,2,0,0,서울특별시 관악구청 공원녹지과,02-879-6526,상시,,,,,공공기관-지방자치단체,수세식,Y,Y,남자화장실+여자화장실,Y,N,없음,,2024-11-01
4346,공중화장실,법제3조제1호,제2광장화장실,서울특별시 관악구 관악산나들길 149,서울특별시 관악구 신림동 산 56-2,4,5,1,1,1,0,13,1,1,서울특별시 관악구청 공원녹지과,02-879-6526,상시,,,,,공공기관-지방자치단체,수세식,Y,Y,장애인화장실+남자화장실+여자화장실,Y,Y,여자화장실,,2024-11-01
4347,공중화장실,법제3조제1호,제1광장화장실,서울특별시 관악구 관악산나들길 119,서울특별시 관악구 신림동 산 50-18,3,5,1,1,0,0,13,1,1,서울특별시 관악구청 공원녹지과,02-879-6526,상시,,,,,공공기관-지방자치단체,수세식,Y,Y,장애인화장실+남자화장실+여자화장실,Y,Y,여자화장실,,2024-11-01
4348,공중화장실,법제3조제1호,나들이숲 화장실,서울특별시 관악구 관악산나들길 66,서울특별시 관악구 신림동 산 31-1,3,4,1,1,1,1,10,1,1,서울특별시 관악구청 공원녹지과,02-879-6526,상시,,,,,공공기관-지방자치단체,수세식,Y,Y,장애인화장실+남자화장실+여자화장실,N,Y,여자화장실,,2024-11-01
4349,공중화장실,법제3조제1호,돌산화장실,서울특별시 관악구 관악산나들길 19,서울특별시 관악구 신림동 산 32-5,2,4,1,1,2,0,9,1,2,서울특별시 관악구청 공원녹지과,02-879-6526,상시,,,,,공공기관-지방자치단체,수세식,Y,Y,장애인화장실+남자화장실+여자화장실,Y,Y,남자화장실+여자화장실,,2024-11-01
4350,공중화장실,법제3조제1호,광장화장실,서울특별시 관악구 신림로 23,서울특별시 관악구 신림동 211,3,2,1,1,2,0,6,1,2,서울특별시 관악구청 공원녹지과,02-879-6526,상시,,,,,공공기관-지방자치단체,수세식,Y,Y,장애인화장실+남자화장실+여자화장실,Y,Y,남자화장실+여자화장실,,2024-11-01
4351,공중화장실,법제3조제1호,낙성대공원 화장실,서울특별시 관악구 낙성대로 77,서울특별시 관악구 봉천동 228,3,3,1,1,1,1,9,1,3,서울특별시 관악구청 공원녹지과,02-879-6526,상시,,,,,공공기관-지방자치단체,수세식,Y,Y,장애인화장실+남자화장실+여자화장실,N,Y,남자화장실+여자화장실,,2024-11-01
4352,공중화장실,법제3조제1호,난곡공원공중화장실,,서울특별시 관악구 신림동 산 108-8,0,0,1,0,0,0,2,1,0,서울특별시 관악구청 공원녹지과,02-879-6526,상시,,,,,공공기관-지방자치단체,수세식,Y,Y,장애인화장실,Y,N,없음,,2024-11-01
4353,공중화장실,법제3조제1호,낙성대 숲속공원,,서울특별시 관악구 봉천동 산 35-2,1,1,1,0,0,0,1,1,0,서울특별시 관악구청 공원녹지과,02-879-6526,상시,,,,,공공기관-지방자치단체,수세식,Y,Y,장애인화장실+남자화장실+여자화장실,Y,N,없음,,2024-11-01
4354,공중화장실,법제3조제1호,으뜸공원 휴게소 화장실,서울특별시 관악구 신림로 23,서울특별시 관악구 신림동 211,4,4,2,0,0,0,8,2,0,서울특별시 관악구청 공원녹지과,02-879-6526,상시,,,,,공공기관-지방자치단체,수세식,Y,Y,장애인화장실+남자화장실+여자화장실,Y,Y,남자화장실+여자화장실,,2024-11-01
4355,공중화장실,법제3조제1호,하늘공원(하부),서울특별시 관악구 난곡로26길 145,서울특별시 관악구 신림동 산 89-5,1,2,0,0,0,0,3,0,0,서울특별시 관악구청 공원녹지과,02-879-6526,상시,,,,,공공기관-지방자치단체,수세식,Y,Y,남자화장실+여자화장실,Y,N,없음,,2024-11-01
4356,공중화장실,법제3조제17호-영제3조제2항제3호,영진사이버대학교 서울캠퍼스,"서울특별시 중구 다동길 43, 한외빌딩 (다동)",서울특별시 중구 다동 70 한외빌딩,3,3,0,0,0,0,3,0,0,영진사이버대학교 서울캠퍼스,02-779-5900,정시,9:00~18:00,1996-09,,,민간소유-법인,수세식,N,N,없음,N,N,없음,,2024-11-28
4357,개방화장실,법제3조제4호,경동시장 별관,"서울특별시 동대문구 왕산로 147, 경동시장 (제기동)",서울특별시 동대문구 제기동 1015 경동시장,2,2,0,0,0,0,4,0,0,케이디마켓(주),02-969-7218,상시,,,,,민간소유-법인,수세식,N,N,없음,N,N,없음,,2024-11-27
4358,공중화장실,법제3조제16호-영제3조제1항제4호,광희초등학교,"서울특별시 중구 다산로 269, 광희초등학교 (신당동)",서울특별시 중구 신당동 254-16 광희초등학교,23,45,7,2,2,3,58,7,5,광희초등학교,02-2238-8455,상시,,1922-01,,,공공기관-지방자치단체,수세식,N,N,없음,N,N,없음,2020-01,2024-12-24
4359,공중화장실,법제3조제16호-영제3조제1항제4호,남산초등학교,"서울특별시 중구 퇴계로22길 17, 남산초등학교 (남산동2가)",서울특별시 중구 남산동2가 2 남산초등학교,27,39,4,0,0,0,46,4,0,남산초등학교,02-2097-9500,상시,,1965-01,,,공공기관-지방자치단체,수세식,N,Y,남자화장실+여자화장실,Y,N,없음,2017-01,2024-12-24
4360,공중화장실,법제3조제16호-영제3조제1항제1호,성동고등학교,"서울특별시 중구 퇴계로90길 17, 성동고등학교 (신당동)",서울특별시 중구 신당동 161 성동고등학교,80,159,8,7,0,0,32,2,0,성동고등학교,02-2237-2412,상시,,2005-11,,,공공기관-지방자치단체,수세식,N,N,없음,Y,N,없음,,2024-11-21
4361,개방화장실,법제3조제16호-영제3조제1항제1호,서초3파출소 공중화장실,서울특별시 서초구 반포대로30길 40,서울특별시 서초구 서초동 1555-4,1,2,0,0,0,0,1,0,0,서초 서초3파출소,02-582-2120,상시,,2012-04,37.4919865,127.0107859,공공기관-국가,수세식,N,N,없음,Y,N,없음,,2024-07-01
4362,개방화장실,법제3조제16호-영제3조제1항제1호,양재파출소 공중화장실,서울특별시 서초구 남부순환로356길 9,서울특별시 서초구 양재동 1-3,1,1,0,0,0,0,1,0,0,서초 양재파출소,02-572-0692,상시,,1988-07,37.4845428,127.0378441,공공기관-국가,수세식,N,N,없음,Y,N,없음,,2024-07-01
4363,개방화장실,법제3조제16호-영제3조제1항제1호,우면파출소 공중화장실,서울특별시 서초구 양재대로2길 106,서울특별시 서초구 우면동 768,2,2,0,0,0,0,2,0,0,서초 우면파출소,02-572-0113,상시,,2016-02,37.4561028,127.0160228,공공기관-국가,수세식,N,N,없음,Y,N,없음,,2024-07-01
4364,개방화장실,법제3조제16호-영제3조제1항제1호,내곡파출소 공중화장실,서울특별시 서초구 헌릉로 226,서울특별시 서초구 내곡동 404,2,2,0,0,0,0,2,0,0,서초 내곡파출소,02-573-5826,상시,,2017-02,37.454992,127.0648545,공공기관-국가,수세식,N,N,없음,Y,N,없음,,2024-07-01
4365,개방화장실,법제3조제16호-영제3조제1항제1호,반포지구대 공중화장실,서울특별시 서초구 신반포로 190,서울특별시 서초구 반포동 19-5,1,2,0,0,0,0,1,0,0,서초 반포지구대,02-536-8477,상시,,2010-05,37.5059834,127.0051816,공공기관-국가,수세식,N,N,없음,Y,N,없음,,2024-07-01
4366,개방화장실,법제3조제16호-영제3조제1항제1호,내곡치안센터 공중화장실,서울특별시 서초구 염곡말길 9,서울특별시 서초구 염곡동 180-2,1,1,0,0,0,0,1,0,0,서초 내곡치안센터,02-573-5826,상시,,1999-01,37.4617832,127.0507357,공공기관-국가,수세식,N,N,없음,Y,N,없음,,2024-07-01
4367,개방화장실,법제3조제16호-영제3조제1항제1호,서울서초우체국 1층,서울특별시 서초구 동산로 19,서울특별시 서초구 양재동 324-2,2,2,1,1,0,0,2,1,0,서울서초우체국,02-3498-8008,정시,평일(09:00~18:00),1991-02,37.4700733,127.0413994,공공기관-국가,수세식,N,N,없음,Y,N,없음,,2024-07-01
4368,개방화장실,법제3조제16호-영제3조제1항제1호,반포세무서 공중화장실,서울특별시 서초구 방배로 163,서울특별시 서초구 방배동 874-4,2,2,1,0,0,0,4,1,0,체납징세과 운영지원팀,02-590-4246,정시,평일(09:00~18:00),2017-07,37.4880333,126.9928983,공공기관-국가,수세식,N,N,없음,Y,N,없음,,2024-07-01
4369,개방화장실,법제3조제16호-영제3조제1항제1호,서울(만남)휴게소,서울특별시 서초구 양재대로12길 73-71,서울특별시 서초구 원지동 10-16,7,10,1,2,0,1,34,1,1,서울(만남)휴게소,02-578-3372,상시,,2016-07,37.4600837,127.0421686,공공기관-국가,수세식,N,Y,장애인화장실+남자화장실+여자화장실,Y,Y,남자화장실+여자화장실,,2024-07-01
4370,개방화장실,법제3조제16호-영제3조제1항제1호,서울지방조달청 별관(1층),서울특별시 반포대로 217 별관동,서울특별시 서초구 반포동 520-3,5,6,0,0,0,0,4,0,0,서울지방조달청,02-590-8718,정시,평일(09:00~18:00),1984-10,37.4993684,127.0029874,공공기관-국가,수세식,N,N,없음,N,N,없음,,2024-07-01
4371,공중화장실,법제3조제4호,터미널지하도상가 화장실,서울특별시 서초구 신반포로 지하 200,서울특별시 서초구 잠원동 68-17,3,3,1,1,0,0,8,1,0,서울시설공단 상가운영처,02-2290-6228,상시,,1979-04,37.5077262,127.0093367,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,N,Y,여자화장실,Y,Y,여자화장실,2012-06,2024-07-01
4372,공중화장실,법제3조제4호,터미널지하도상가 화장실,서울특별시 서초구 신반포로 지하 200,서울특별시 서초구 잠원동 68-17,2,3,0,0,0,0,6,0,0,서울시설공단 상가운영처,02-2290-6228,상시,,1979-04,37.5077262,127.0093367,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,N,Y,여자화장실,Y,N,없음,2012-06,2024-07-01
4373,공중화장실,법제3조제4호,터미널지하도상가 화장실,서울특별시 서초구 신반포로 지하 200,서울특별시 서초구 잠원동 68-17,3,3,1,0,0,0,10,1,0,서울시설공단 상가운영처,02-2290-6228,상시,,1979-04,37.5077262,127.0093367,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,N,Y,여자화장실,Y,Y,여자화장실,2012-06,2024-07-01
4374,공중화장실,법제3조제8호,터미널지하도상가 화장실,서울특별시 서초구 신반포로 지하 200,서울특별시 서초구 잠원동 68-17,2,2,1,0,0,0,4,1,0,서울시설공단 상가운영처,02-2290-6228,상시,,1979-04,37.5077262,127.0093367,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,N,Y,여자화장실,Y,N,없음,2012-06,2024-07-01
4375,공중화장실,법제3조제8호,교대(2)역,서울특별시 서초구 서초대로 지하 294 (서초동),서울특별시 서초구 서초동 1748-4 교대역(2호선),5,5,1,0,1,0,10,1,1,서울교통공사,02-6110-2231,정시,05:00~24:00,1982-01,37.4948744,127.017338,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,N,Y,장애인화장실+여자화장실,Y,Y,남자화장실+여자화장실,,2024-07-01
4376,공중화장실,법제3조제8호,서초역,서울특별시 서초구 서초대로 지하 233 (서초동),서울특별시 서초구 서초동 1748-5 서초역,4,5,1,0,1,0,9,1,2,서울교통공사,02-6110-2241,정시,05:00~24:00,1983-01,37.4927972,127.0105772,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,N,Y,장애인화장실+남자화장실+여자화장실,Y,Y,남자화장실+여자화장실,,2024-07-01
4377,공중화장실,법제3조제8호,방배역,서울특별시 서초구 방배로 지하 80 (방배동),서울특별시 서초구 방배동 912-14 방배역,5,4,1,0,0,0,9,1,0,서울교통공사,02-6110-2251,정시,05:00~24:00,1983-01,37.4812798,126.9970265,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,N,Y,장애인화장실+여자화장실,Y,Y,남자화장실+여자화장실,,2024-07-01
4378,공중화장실,법제3조제8호,잠원역,서울특별시 서초구 잠원로 4길 지하 46 (잠원동),서울특별시 서초구 잠원동 100-1 잠원역,3,4,1,0,1,0,7,1,2,서울교통공사,02-6110-3381,정시,05:00~24:00,1985-01,37.5151065,127.0137779,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,N,Y,장애인화장실+남자화장실+여자화장실,Y,Y,남자화장실+여자화장실,,2024-07-01
4379,공중화장실,법제3조제8호,교대(3)역,서울특별시 서초구 서초대로 지하 294 (서초동),서울특별시 서초구 서초동 1748-4 교대역(3호선),3,5,1,0,2,1,13,1,3,서울교통공사,02-6110-3410,정시,05:00~24:00,1985-01,37.4948744,127.017338,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,N,Y,장애인화장실+여자화장실,Y,Y,남자화장실+여자화장실,,2024-07-01
4380,공중화장실,법제3조제8호,남부터미널역,서울특별시 서초구 서초중앙로 지하 31 (서초동),서울특별시 서초구 서초동 1748-30 남부터미널역,3,5,1,0,1,1,8,1,0,서울교통공사,02-6110-3411,정시,05:00~24:00,1985-01,37.4866436,127.0153514,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,N,Y,장애인화장실+여자화장실,Y,Y,남자화장실+여자화장실,,2024-07-01
4381,공중화장실,법제3조제8호,양재역,서울특별시 서초구 남부순환로 지하 2585 (서초동),서울특별시 서초구 서초동 1366-9 양재역,2,4,1,0,0,0,6,1,0,서울교통공사,02-6110-3421,정시,05:00~24:00,1985-01,37.485077,127.0333161,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,N,Y,장애인화장실+남자화장실+여자화장실,Y,Y,여자화장실,,2024-07-01
4382,공중화장실,법제3조제8호,남태령역,서울특별시 서초구 과천대로 지하 816 (방배동),서울특별시 서초구 방배동 2909 남태령역,3,5,1,1,0,0,3,1,0,서울교통공사,02-6110-3441,정시,05:00~24:00,1994-01,37.4643771,126.9892778,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,N,Y,장애인화장실+여자화장실,Y,Y,남자화장실+여자화장실,,2024-07-01
4383,공중화장실,법제3조제8호,반포역,서울특별시 서초구 신반포로 지하241?(잠원동),서울특별시 서초구 잠원동 103 반포역,3,7,1,0,0,0,9,1,0,서울교통공사,02-6311-7331,정시,05:00~24:00,2001-01,37.508213,127.011847,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,N,Y,장애인화장실+남자화장실+여자화장실,Y,Y,남자화장실+여자화장실,,2024-07-01
